Fase,Página,Left Eye X,Left Eye Y,Right Eye X,Right Eye Y,Pupil left eye,Pupil right eye,Timestamp device,Timestamp system,Evento,Duración (segundos)
inicio_pagina,1,,,,,,,,,,
grabando,1,0.15045544505119324,0.23492272198200226,0.12783262133598328,0.18672139942646027,2.885467529296875,2.9931793212890625,415631229,373125258783,Evento 0,
grabando,1,0.14778730273246765,0.22499403357505798,0.12612998485565186,0.18595249950885773,2.893310546875,2.9948577880859375,415647884,373125275438,Evento 0,
grabando,1,0.14843368530273438,0.22586309909820557,0.12224968522787094,0.1857733428478241,2.9022216796875,3.0004119873046875,415664539,373125292093,Evento 0,
grabando,1,0.14770185947418213,0.2278846949338913,0.12318389117717743,0.18683713674545288,2.9194793701171875,3.0077667236328125,415681193,373125308747,Evento 0,
grabando,1,0.14763298630714417,0.22617870569229126,0.12437045574188232,0.18871809542179108,2.919769287109375,3.0162811279296875,415697848,373125325402,Evento 0,
grabando,1,0.14688740670681,0.21804356575012207,0.12485507130622864,0.1851385086774826,2.91015625,3.023681640625,415714503,373125342057,Evento 0,
grabando,1,0.1459166258573532,0.218842014670372,0.127208411693573,0.1825007200241089,2.9177703857421875,3.031768798828125,415731157,373125358711,Evento 0,
grabando,1,0.14761494100093842,0.21675848960876465,0.12546925246715546,0.1840265691280365,2.93505859375,3.03509521484375,415747812,373125375365,Evento 0,
grabando,1,0.14387309551239014,0.21575896441936493,0.12400539964437485,0.18491388857364655,2.9374847412109375,3.046051025390625,415764467,373125392020,Evento 0,
grabando,1,0.14009559154510498,0.22822777926921844,0.12175630033016205,0.18470218777656555,2.9456329345703125,3.0522918701171875,415781121,373125408674,Evento 0,
grabando,1,0.14313915371894836,0.22646263241767883,0.11996959149837494,0.18156196177005768,2.9600677490234375,3.060821533203125,415797776,373125425329,Evento 0,
grabando,1,0.14228665828704834,0.21312053501605988,0.11745395511388779,0.17551825940608978,2.9615325927734375,3.0605010986328125,415814431,373125441984,Evento 0,
grabando,1,0.13452984392642975,0.20858469605445862,0.11025973409414291,0.17190556228160858,2.965789794921875,3.0675811767578125,415831086,373125458640,Evento 0,
grabando,1,0.13430143892765045,0.20828098058700562,0.1115041971206665,0.1728610098361969,2.9792327880859375,3.0832977294921875,415847740,373125475294,Evento 0,
grabando,1,0.13595588505268097,0.20587190985679626,0.10694443434476852,0.16996215283870697,2.9918670654296875,3.0916290283203125,415864395,373125491949,Evento 0,
grabando,1,0.13197411596775055,0.2088484913110733,0.10542107373476028,0.16743125021457672,3.0000152587890625,3.0966033935546875,415881050,373125508604,Evento 0,
grabando,1,0.13248156011104584,0.2070484310388565,0.10426130145788193,0.16420088708400726,3.0034637451171875,3.1046142578125,415897704,373125525258,Evento 0,
grabando,1,0.1362226903438568,0.19967807829380035,0.10281552374362946,0.16589747369289398,3.0091400146484375,3.094451904296875,415914359,373125541913,Evento 0,
grabando,1,0.13359050452709198,0.20228490233421326,0.10296989977359772,0.16386210918426514,3.008697509765625,3.0995635986328125,415931014,373125558568,Evento 0,
grabando,1,0.1297827661037445,0.20813071727752686,0.10349049419164658,0.15799593925476074,3.0060272216796875,3.1128387451171875,415947668,373125575221,Evento 0,
grabando,1,0.1294417679309845,0.20326989889144897,0.10230910778045654,0.1510021686553955,3.0137481689453125,3.1142425537109375,415964323,373125591876,Evento 0,
