Fase,Página,Left Eye X,Left Eye Y,Right Eye X,Right Eye Y,Pupil left eye,Pupil right eye,Timestamp device,Timestamp system,Evento,Duración (segundos)
inicio_pagina,1,,,,,,,,,,
grabando,1,0.349836140871048,0.3852272033691406,0.3652067184448242,0.3810642957687378,2.6061553955078125,2.56512451171875,1616807138,392030505151,Evento 0,
grabando,1,0.35179397463798523,0.38798946142196655,0.3647426664829254,0.37853360176086426,2.578125,2.537750244140625,1616823792,392030521805,Evento 0,
grabando,1,0.3528212010860443,0.3833823502063751,0.36435577273368835,0.37430310249328613,2.5511016845703125,2.4937896728515625,1616840447,392030538460,Evento 0,
grabando,1,0.3472701609134674,0.3920579254627228,0.3645363748073578,0.3767387270927429,2.5394439697265625,2.47747802734375,1616857102,392030555115,Evento 0,
grabando,1,0.3460369408130646,0.3973229229450226,0.3653543293476105,0.3782896101474762,2.532562255859375,2.4674530029296875,1616873756,392030571769,Evento 0,
grabando,1,0.345628947019577,0.39333030581474304,0.37038978934288025,0.3746199607849121,2.506744384765625,2.4499664306640625,1616890411,392030588424,Evento 0,
grabando,1,0.34628430008888245,0.3988753855228424,0.373127281665802,0.37825170159339905,2.480010986328125,2.427978515625,1616907066,392030605079,Evento 0,
grabando,1,0.3496066629886627,0.3958546221256256,0.3734419345855713,0.380093514919281,2.4674072265625,2.412872314453125,1616923720,392030621733,Evento 0,
grabando,1,0.3484622836112976,0.3908444941043854,0.3743821084499359,0.37372156977653503,2.4519500732421875,2.3853607177734375,1616940375,392030638388,Evento 0,
grabando,1,0.34747567772865295,0.4002397656440735,0.37286147475242615,0.3762052357196808,2.4322357177734375,2.3698883056640625,1616957030,392030655043,Evento 0,
grabando,1,0.3442710340023041,0.41131269931793213,0.37350979447364807,0.37582871317863464,2.4074554443359375,2.3495025634765625,1616973685,392030671698,Evento 0,
grabando,1,0.3452337384223938,0.4020954668521881,0.37105196714401245,0.3728724420070648,2.39801025390625,2.3320770263671875,1616990339,392030688351,Evento 0,
grabando,1,0.3497225046157837,0.3902347683906555,0.37067219614982605,0.38005319237709045,2.39605712890625,2.3415374755859375,1617006994,392030705007,Evento 0,
grabando,1,0.3612613081932068,0.3775959312915802,0.38578394055366516,0.361031711101532,2.38226318359375,2.339385986328125,1617023649,392030721662,Evento 0,
grabando,1,0.3697860836982727,0.3732152581214905,0.3935643434524536,0.34615111351013184,2.3700714111328125,2.3204193115234375,1617040303,392030738316,Evento 0,
grabando,1,0.36742866039276123,0.36715391278266907,0.3927847146987915,0.35139063000679016,2.355926513671875,2.3125457763671875,1617056958,392030754971,Evento 0,
grabando,1,0.36408093571662903,0.36440423130989075,0.39989280700683594,0.35015833377838135,2.3573455810546875,2.30926513671875,1617073613,392030771626,Evento 0,
grabando,1,0.36519038677215576,0.37089601159095764,0.3981672525405884,0.35305729508399963,2.3616790771484375,2.302490234375,1617090267,392030788280,Evento 0,
grabando,1,0.3714654743671417,0.36668217182159424,0.39272961020469666,0.35431602597236633,2.3548431396484375,2.295074462890625,1617106922,392030804935,Evento 0,
grabando,1,0.3697148859500885,0.3625348210334778,0.3917173743247986,0.353047639131546,2.344696044921875,2.2864990234375,1617123577,392030821589,Evento 0,
grabando,1,0.36655160784721375,0.364818811416626,0.3958192467689514,0.3608178496360779,2.3381500244140625,2.2706298828125,1617140231,392030838243,Evento 0,
grabando,1,0.3694475591182709,0.36258405447006226,0.3982284367084503,0.36113613843917847,2.3242645263671875,2.26739501953125,1617156886,392030854898,Evento 0,
grabando,1,0.36858120560646057,0.35898399353027344,0.401337593793869,0.3490641713142395,2.3098602294921875,2.2583160400390625,1617173541,392030871553,Evento 0,
grabando,1,0.3705807030200958,0.35991138219833374,0.4032149016857147,0.3454989790916443,2.3105621337890625,2.2515106201171875,1617190195,392030888207,Evento 0,
grabando,1,0.3708699345588684,0.3677480220794678,0.39782074093818665,0.350078821182251,2.3151092529296875,2.245361328125,1617206850,392030904862,Evento 0,
grabando,1,0.36889782547950745,0.36790621280670166,0.39628520607948303,0.35598042607307434,2.3043060302734375,2.24359130859375,1617223505,392030921517,Evento 0,
grabando,1,0.3699056804180145,0.3621205687522888,0.39648276567459106,0.3553182780742645,2.2877197265625,2.2481689453125,1617240160,392030938172,Evento 0,
grabando,1,0.3680180311203003,0.3688437342643738,0.3950950503349304,0.3511801064014435,2.2880706787109375,2.2442626953125,1617256814,392030954826,Evento 0,
grabando,1,0.36855411529541016,0.3722044825553894,0.39567995071411133,0.3494550585746765,2.2863922119140625,2.2216033935546875,1617273469,392030971481,Evento 0,
grabando,1,0.37440845370292664,0.36512988805770874,0.3979487419128418,0.34706029295921326,2.2764892578125,2.218902587890625,1617290124,392030988136,Evento 0,
grabando,1,0.36257287859916687,0.32245877385139465,0.3883783221244812,0.2925047278404236,2.2867889404296875,2.2388916015625,1617306778,392031004790,Evento 0,
grabando,1,0.3402421474456787,0.25802719593048096,0.386772483587265,0.24033208191394806,2.2050933837890625,2.19439697265625,1617323433,392031021445,Evento 0,
grabando,1,0.2961832284927368,0.15369606018066406,0.3275001347064972,0.1276615858078003,2.216339111328125,2.2122344970703125,1617340088,392031038100,Evento 0,
grabando,1,0.2962976396083832,0.1445998251438141,0.3269088864326477,0.12765787541866302,2.252777099609375,2.244354248046875,1617356742,392031054754,Evento 0,
grabando,1,0.30097296833992004,0.13358807563781738,0.33330023288726807,0.11223207414150238,2.254241943359375,2.2442474365234375,1617373397,392031071409,Evento 0,
grabando,1,0.3011569380760193,0.137197345495224,0.3311590850353241,0.11444855481386185,2.24749755859375,2.2359161376953125,1617390052,392031088064,Evento 0,
grabando,1,0.3020554780960083,0.1464172601699829,0.3305434584617615,0.12074976414442062,2.2433929443359375,2.226104736328125,1617406706,392031104718,Evento 0,
grabando,1,0.30216535925865173,0.1454295814037323,0.3307478129863739,0.1249043419957161,2.2551116943359375,2.227752685546875,1617423361,392031121373,Evento 0,
grabando,1,0.3017701804637909,0.13957573473453522,0.32883113622665405,0.12104780972003937,2.2536163330078125,2.22760009765625,1617440016,392031138027,Evento 0,
grabando,1,0.3033379018306732,0.1449085772037506,0.329524964094162,0.12074535340070724,2.25616455078125,2.217559814453125,1617456670,392031154681,Evento 0,
grabando,1,0.30440792441368103,0.15017683804035187,0.33206087350845337,0.1322663128376007,2.251220703125,2.2209014892578125,1617473325,392031171336,Evento 0,
grabando,1,0.30963897705078125,0.1491134911775589,0.3384842574596405,0.12492627650499344,2.190277099609375,2.19805908203125,1617489980,392031187991,Evento 0,
grabando,1,0.3565276563167572,0.1729222983121872,0.38747018575668335,0.14939650893211365,2.1786346435546875,2.188720703125,1617506635,392031204646,Evento 0,
grabando,1,0.36060962080955505,0.17786408960819244,0.38395559787750244,0.15326184034347534,2.225799560546875,2.2087554931640625,1617523289,392031221300,Evento 0,
grabando,1,0.36126190423965454,0.17650026082992554,0.3862795829772949,0.15581101179122925,2.2206268310546875,2.201141357421875,1617539944,392031237955,Evento 0,
grabando,1,0.358889639377594,0.16220776736736298,0.3891136646270752,0.15807031095027924,2.217010498046875,2.1988372802734375,1617556599,392031254610,Evento 0,
grabando,1,0.3353382349014282,0.15781700611114502,0.364216148853302,0.14521411061286926,2.222869873046875,2.2123870849609375,1617573253,392031271265,Evento 0,
grabando,1,0.3029906451702118,0.16160154342651367,0.3485459089279175,0.13051432371139526,2.16607666015625,2.195556640625,1617589908,392031287920,Evento 0,
grabando,1,0.10026311129331589,0.16495850682258606,0.11738647520542145,0.12141900509595871,2.2039031982421875,2.201446533203125,1617606563,392031304574,Evento 0,
grabando,1,0.10408126562833786,0.16706235706806183,0.11926241964101791,0.13206230103969574,2.240081787109375,2.24920654296875,1617623217,392031321228,Evento 0,
grabando,1,0.10236328840255737,0.1568528115749359,0.11840496957302094,0.13328659534454346,2.233428955078125,2.2504730224609375,1617639872,392031337883,Evento 0,
grabando,1,0.10328865051269531,0.1465815156698227,0.11713097244501114,0.14093762636184692,2.24017333984375,2.2462921142578125,1617656527,392031354538,Evento 0,
grabando,1,0.10476922988891602,0.15831753611564636,0.11940553039312363,0.14029428362846375,2.2450408935546875,2.2464447021484375,1617673181,392031371192,Evento 0,
grabando,1,0.1040201187133789,0.163451686501503,0.11858918517827988,0.1396140158176422,2.2316436767578125,2.24798583984375,1617689836,392031387847,Evento 0,
grabando,1,0.10319388657808304,0.15436694025993347,0.11499287933111191,0.14533689618110657,2.236297607421875,2.2435150146484375,1617706491,392031404502,Evento 0,
grabando,1,0.10120192170143127,0.1499742716550827,0.11222922056913376,0.14382191002368927,2.2426605224609375,2.2433624267578125,1617723145,392031421156,Evento 0,
grabando,1,0.10256176441907883,0.14878308773040771,0.1181647777557373,0.14687775075435638,2.236053466796875,2.2404937744140625,1617739800,392031437811,Evento 0,
grabando,1,0.10256557166576385,0.14975255727767944,0.12189804017543793,0.14509257674217224,2.2380523681640625,2.2464447021484375,1617756455,392031454466,Evento 0,
grabando,1,0.1077410951256752,0.15351146459579468,0.12260580062866211,0.12983883917331696,2.24224853515625,2.259429931640625,1617773110,392031471121,Evento 0,
grabando,1,0.13536286354064941,0.13185672461986542,0.1461229920387268,0.10716995596885681,2.243988037109375,2.2622222900390625,1617789764,392031487775,Evento 0,
grabando,1,0.15618443489074707,0.1206563264131546,0.168976292014122,0.0957285463809967,2.2288665771484375,2.2540283203125,1617806419,392031504430,Evento 0,
grabando,1,0.15872801840305328,0.1291976273059845,0.16695676743984222,0.1014825627207756,2.2218475341796875,2.251708984375,1617823074,392031521085,Evento 0,
grabando,1,0.1579475849866867,0.11822706460952759,0.17001965641975403,0.0995323434472084,2.2290496826171875,2.24822998046875,1617839728,392031537739,Evento 0,
grabando,1,0.156281977891922,0.11189666390419006,0.17071650922298431,0.09537450224161148,2.2329559326171875,2.2554931640625,1617856383,392031554394,Evento 0,
grabando,1,0.1547350287437439,0.12096429616212845,0.17072442173957825,0.0982903465628624,2.2277374267578125,2.26788330078125,1617873038,392031571049,Evento 0,
grabando,1,0.15581567585468292,0.11679761111736298,0.16724468767642975,0.10835450142621994,2.2266998291015625,2.264495849609375,1617889692,392031587702,Evento 0,
grabando,1,0.15549452602863312,0.11151393502950668,0.16773074865341187,0.11197223514318466,2.2349700927734375,2.2681884765625,1617906347,392031604357,Evento 0,
grabando,1,0.1552218496799469,0.117144875228405,0.1691255271434784,0.1060352548956871,2.250213623046875,2.2712249755859375,1617923002,392031621012,Evento 0,
grabando,1,0.15340042114257812,0.11572921276092529,0.16821813583374023,0.09765549749135971,2.2671356201171875,2.2801513671875,1617939656,392031637666,Evento 0,
grabando,1,0.1530858725309372,0.11497001349925995,0.16832242906093597,0.09446249157190323,2.266448974609375,2.2898406982421875,1617956311,392031654321,Evento 0,
grabando,1,0.1522320806980133,0.1140986829996109,0.1697554886341095,0.09423675388097763,2.2737274169921875,2.28973388671875,1617972966,392031670976,Evento 0,
grabando,1,0.15010598301887512,0.11027637124061584,0.16948428750038147,0.09677737206220627,2.2798614501953125,2.2927703857421875,1617989620,392031687630,Evento 0,
grabando,1,0.1542069911956787,0.11404845863580704,0.16818246245384216,0.10670706629753113,2.282073974609375,2.2972564697265625,1618006275,392031704285,Evento 0,
grabando,1,0.1561364382505417,0.11439642310142517,0.17139123380184174,0.11147315055131912,2.2996978759765625,2.2919158935546875,1618022930,392031720940,Evento 0,
grabando,1,0.15479515492916107,0.11258203536272049,0.16906026005744934,0.10491164028644562,2.3120269775390625,2.3016204833984375,1618039585,392031737595,Evento 0,
grabando,1,0.15423928201198578,0.11812121421098709,0.16625425219535828,0.10228080302476883,2.3110198974609375,2.3136749267578125,1618056239,392031754249,Evento 0,
grabando,1,0.15850064158439636,0.1312011480331421,0.1736474335193634,0.11860419064760208,2.3021697998046875,2.3173370361328125,1618072894,392031770904,Evento 0,
grabando,1,0.15699981153011322,0.1459309309720993,0.17372635006904602,0.12179627269506454,2.30377197265625,2.3210296630859375,1618089549,392031787559,Evento 0,
