Fase,Página,Left Eye X,Left Eye Y,Right Eye X,Right Eye Y,Pupil left eye,Pupil right eye,Timestamp device,Timestamp system,Evento,Duración (segundos)
inicio_pagina,1,,,,,,,,,,
grabando,1,0.3415029048919678,0.37869149446487427,0.3385566174983978,0.38670358061790466,3.0809173583984375,3.160614013671875,396807470,390810509918,Evento 0,
grabando,1,0.5261408686637878,0.42792370915412903,0.5439461469650269,0.4411899447441101,3.0766448974609375,3.10980224609375,396824125,390810526573,Evento 0,
grabando,1,0.568287193775177,0.44619303941726685,0.5746685266494751,0.46220263838768005,3.072723388671875,3.1028900146484375,396840779,390810543227,Evento 0,
grabando,1,0.5599890351295471,0.43919986486434937,0.5650364756584167,0.45477309823036194,3.0745391845703125,3.094879150390625,396857434,390810559882,Evento 0,
grabando,1,0.556623637676239,0.4403384029865265,0.5658529996871948,0.4475274682044983,3.077667236328125,3.087249755859375,396874089,390810576537,Evento 0,
grabando,1,0.5590294003486633,0.44427284598350525,0.565430223941803,0.45427796244621277,3.069915771484375,3.08111572265625,396890743,390810593191,Evento 0,
grabando,1,0.5624057054519653,0.45325279235839844,0.5658702254295349,0.4569042921066284,3.0764617919921875,3.075042724609375,396907398,390810609846,Evento 0,
grabando,1,0.5641422867774963,0.46235376596450806,0.5705708265304565,0.451649010181427,3.0694580078125,3.06146240234375,396924053,390810626501,Evento 0,
grabando,1,0.5658970475196838,0.4604836702346802,0.571466326713562,0.45340439677238464,3.061614990234375,3.07061767578125,396940708,390810643156,Evento 0,
grabando,1,0.5630633234977722,0.45655950903892517,0.567182719707489,0.459898978471756,3.0566864013671875,3.0626220703125,396957362,390810659810,Evento 0,
grabando,1,0.561959981918335,0.45652109384536743,0.5650901198387146,0.46455276012420654,3.0638885498046875,3.0688018798828125,396974017,390810676465,Evento 0,
grabando,1,0.5668219327926636,0.4635656177997589,0.5654678344726562,0.46100711822509766,3.06787109375,3.078704833984375,396990672,390810693120,Evento 0,
grabando,1,0.5660241842269897,0.45979806780815125,0.565614640712738,0.4550866484642029,3.05535888671875,3.0640869140625,397007326,390810709773,Evento 0,
grabando,1,0.5613704919815063,0.45137447118759155,0.5690093040466309,0.46166181564331055,3.0488739013671875,3.05535888671875,397023981,390810726428,Evento 0,
grabando,1,0.5629344582557678,0.45078179240226746,0.5658003687858582,0.4573633372783661,3.0388031005859375,3.057647705078125,397040636,390810743083,Evento 0,
grabando,1,0.5654841661453247,0.45288020372390747,0.56154465675354,0.4561042785644531,3.041290283203125,3.0661773681640625,397057290,390810759737,Evento 0,
grabando,1,0.5659003853797913,0.4544249176979065,0.5643585920333862,0.46461233496665955,3.044891357421875,3.066802978515625,397073945,390810776392,Evento 0,
grabando,1,0.5672617554664612,0.4607923924922943,0.5643451809883118,0.46845439076423645,3.037139892578125,3.057830810546875,397090600,390810793047,Evento 0,
grabando,1,0.5677629113197327,0.4629603326320648,0.5659476518630981,0.4625890851020813,3.0448150634765625,3.053924560546875,397107254,390810809701,Evento 0,
grabando,1,0.5543816089630127,0.43843209743499756,0.5594521760940552,0.42525649070739746,3.0511932373046875,3.0627288818359375,397123909,390810826356,Evento 0,
grabando,1,0.526667058467865,0.3361993730068207,0.5343049764633179,0.35397687554359436,3.0255279541015625,3.0567626953125,397140564,390810843011,Evento 0,
grabando,1,0.482011616230011,0.21146588027477264,0.47101661562919617,0.224648118019104,3.03350830078125,3.0840301513671875,397157218,390810859665,Evento 0,
grabando,1,0.47129499912261963,0.21273739635944366,0.46350061893463135,0.21587911248207092,3.0421295166015625,3.0961456298828125,397173873,390810876320,Evento 0,
grabando,1,0.4690660238265991,0.2089785486459732,0.46152403950691223,0.21250779926776886,3.0397186279296875,3.0973052978515625,397190528,390810892975,Evento 0,
grabando,1,0.46854814887046814,0.2087838053703308,0.45862677693367004,0.21217922866344452,3.0511322021484375,3.10882568359375,397207183,390810909630,Evento 0,
grabando,1,0.4686591625213623,0.21926884353160858,0.46344223618507385,0.21730197966098785,3.0684051513671875,3.128509521484375,397223837,390810926284,Evento 0,
grabando,1,0.4676293730735779,0.21644414961338043,0.4628714621067047,0.2138427346944809,3.076629638671875,3.1239471435546875,397240492,390810942939,Evento 0,
grabando,1,0.4698238670825958,0.21471565961837769,0.4596518278121948,0.20901361107826233,3.0799560546875,3.1352386474609375,397257147,390810959594,Evento 0,
grabando,1,0.47343340516090393,0.23886573314666748,0.4589156210422516,0.21135398745536804,3.0572357177734375,3.14910888671875,397273801,390810976248,Evento 0,
grabando,1,0.4715266823768616,0.300453245639801,0.36126306653022766,0.3040344715118408,3.04638671875,2.5904693603515625,397290456,390810992903,Evento 0,
grabando,1,nan,nan,0.3009869456291199,0.37100327014923096,nan,2.2121429443359375,397307111,390811009557,Evento 0,
grabando,1,nan,nan,0.08029396086931229,0.544376015663147,nan,1.26922607421875,397323765,390811026211,Evento 0,
grabando,1,nan,nan,0.08029396086931229,0.544376015663147,nan,1.26922607421875,397340420,390811042866,Evento 0,
grabando,1,nan,nan,0.3529212474822998,0.2753479778766632,nan,3.1103363037109375,397357075,390811059521,Evento 0,
grabando,1,0.2811747193336487,0.25294190645217896,0.356704980134964,0.2396858185529709,2.6860809326171875,3.1880035400390625,397373729,390811076175,Evento 0,
grabando,1,0.36445772647857666,0.3184186518192291,0.3579753637313843,0.186661034822464,2.9059600830078125,3.2525634765625,397390384,390811092830,Evento 0,
grabando,1,0.3814277648925781,0.3317604064941406,0.3557027280330658,0.19402070343494415,2.9507598876953125,3.21575927734375,397407039,390811109485,Evento 0,
grabando,1,0.37078166007995605,0.22210919857025146,0.3586024343967438,0.20101332664489746,3.1337127685546875,3.2174835205078125,397423693,390811126139,Evento 0,
grabando,1,0.3697916865348816,0.22536177933216095,0.35972845554351807,0.19933418929576874,3.143341064453125,3.2341766357421875,397440348,390811142794,Evento 0,
grabando,1,0.3693000376224518,0.19371825456619263,0.3619231879711151,0.20279815793037415,3.1805572509765625,3.22003173828125,397457003,390811159449,Evento 0,
grabando,1,0.3681217432022095,0.1902654618024826,0.36106574535369873,0.1974223107099533,3.192108154296875,3.216278076171875,397473658,390811176104,Evento 0,
grabando,1,0.3682645261287689,0.19125531613826752,0.356101393699646,0.20558489859104156,3.1946258544921875,3.22601318359375,397490312,390811192758,Evento 0,
grabando,1,0.3698013126850128,0.18969988822937012,0.3579242527484894,0.21141748130321503,3.2016448974609375,3.2332916259765625,397506967,390811209413,Evento 0,
grabando,1,0.3650451898574829,0.19970443844795227,0.36051419377326965,0.2129170298576355,3.2054595947265625,3.2466888427734375,397523622,390811226068,Evento 0,
grabando,1,0.3647497594356537,0.19765497744083405,0.3593239188194275,0.21259818971157074,3.2080535888671875,3.245391845703125,397540276,390811242722,Evento 0,
grabando,1,0.3685460388660431,0.20311644673347473,0.36111077666282654,0.20886507630348206,3.2141876220703125,3.25274658203125,397556931,390811259377,Evento 0,
grabando,1,0.3671756982803345,0.20016928017139435,0.35967937111854553,0.20805680751800537,3.2230987548828125,3.2527313232421875,397573586,390811276032,Evento 0,
grabando,1,0.3672112822532654,0.19446507096290588,0.3560098111629486,0.20747976005077362,3.2329254150390625,3.25494384765625,397590240,390811292685,Evento 0,
grabando,1,0.3674844205379486,0.19635933637619019,0.3562559485435486,0.2082412987947464,3.2352142333984375,3.2609710693359375,397606895,390811309340,Evento 0,
grabando,1,0.3668857514858246,0.20122674107551575,0.3588965833187103,0.20718099176883698,3.250335693359375,3.2812957763671875,397623550,390811325995,Evento 0,
grabando,1,0.36636242270469666,0.19729283452033997,0.35875263810157776,0.20622020959854126,3.2555999755859375,3.2932891845703125,397640204,390811342649,Evento 0,
grabando,1,0.3980186879634857,0.19641868770122528,0.38670703768730164,0.20844155550003052,3.2701263427734375,3.3078765869140625,397656859,390811359304,Evento 0,
grabando,1,0.4286349415779114,0.19609971344470978,0.4147857129573822,0.2122848629951477,3.29718017578125,3.31658935546875,397673514,390811375959,Evento 0,
grabando,1,0.4462142884731293,0.19377131760120392,0.442813903093338,0.21283431351184845,3.319671630859375,3.3232879638671875,397690168,390811392613,Evento 0,
grabando,1,0.44915640354156494,0.2005913406610489,0.4435981512069702,0.21738465130329132,3.31610107421875,3.3187103271484375,397706823,390811409268,Evento 0,
grabando,1,0.44923850893974304,0.2087884396314621,0.44546255469322205,0.22708112001419067,3.3171539306640625,3.326873779296875,397723478,390811425923,Evento 0,
grabando,1,0.4459269642829895,0.20469583570957184,0.44499921798706055,0.2233746349811554,3.3204803466796875,3.332275390625,397740133,390811442578,Evento 0,
grabando,1,0.4461706578731537,0.1972246915102005,0.44199010729789734,0.22068355977535248,3.3311767578125,3.3372802734375,397756787,390811459232,Evento 0,
